SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
FCL,EQ,04-Apr-2018,64.30,67.00,67.50,64.65,67.50,67.15,67.08,1933855,1297.19,7566,659890,34.12
FCONSUMER,EQ,04-Apr-2018,54.95,55.40,57.40,54.05,54.15,54.20,55.63,7960406,4428.24,19521,3269142,41.07
FCSSOFT,BE,04-Apr-2018,0.35,0.35,0.40,0.35,0.40,0.40,0.38,544049,2.09,113,-,-
FDC,EQ,04-Apr-2018,258.25,262.00,268.45,251.00,260.00,255.65,260.00,83138,216.16,3080,42745,51.41
FEDDERELEC,EQ,04-Apr-2018,68.75,70.75,71.35,68.15,68.40,68.85,70.32,212261,149.25,1399,121310,57.15
FEDERALBNK,EQ,04-Apr-2018,91.55,92.25,93.95,91.25,91.55,91.40,92.52,11087955,10258.38,52696,3891674,35.10
FEL,EQ,04-Apr-2018,37.15,37.20,38.65,36.60,37.30,37.35,37.83,1677333,634.58,6008,863896,51.50
FELDVR,EQ,04-Apr-2018,36.20,37.00,38.00,36.20,36.60,36.70,37.00,17457,6.46,180,10811,61.93
FIEMIND,EQ,04-Apr-2018,888.20,897.00,940.00,888.25,909.75,911.05,920.91,19157,176.42,1214,11903,62.13
FILATEX,EQ,04-Apr-2018,180.40,181.00,200.00,170.00,171.20,171.65,179.35,707436,1268.82,4962,341689,48.30
FINCABLES,EQ,04-Apr-2018,700.70,701.30,720.30,686.45,691.90,692.00,705.44,32316,227.97,2527,17378,53.78
FINPIPE,EQ,04-Apr-2018,655.25,655.25,668.40,654.00,657.00,655.30,663.18,131274,870.58,1704,114044,86.87
FIRSTWIN,BE,04-Apr-2018,1.75,1.75,1.75,1.75,1.75,1.75,1.75,5,0.00,2,-,-
FLEXITUFF,EQ,04-Apr-2018,56.85,58.75,58.75,55.55,55.80,55.80,56.95,5317,3.03,323,3857,72.54
FLFL,EQ,04-Apr-2018,405.40,404.75,421.45,387.50,394.00,391.15,404.55,343711,1390.47,3407,237912,69.22
FMGOETZE,EQ,04-Apr-2018,443.95,447.95,455.00,440.00,440.00,444.90,444.82,15148,67.38,535,12540,82.78
FMNL,EQ,04-Apr-2018,121.60,123.05,127.45,118.00,120.30,119.95,122.92,110144,135.39,1758,53460,48.54
FORTIS,EQ,04-Apr-2018,129.95,130.80,133.50,127.55,128.30,128.50,131.10,8091617,10608.03,41427,2839470,35.09
FORTUNEFIN,EQ,04-Apr-2018,220.00,222.80,223.45,212.10,220.00,220.00,220.76,2160,4.77,49,1434,66.39
FOSECOIND,EQ,04-Apr-2018,1544.80,1569.00,1649.90,1545.00,1570.00,1566.85,1610.48,5100,82.13,682,2624,51.45
FOURTHDIM,SM,04-Apr-2018,195.75,199.45,199.45,187.00,189.40,189.40,191.81,11000,21.10,11,9000,81.82
FRETAIL,EQ,04-Apr-2018,549.90,554.00,562.25,542.00,543.55,546.15,552.24,370664,2046.96,11432,213984,57.73
FSC,EQ,04-Apr-2018,669.05,669.05,672.00,664.85,666.50,666.50,666.85,4268,28.46,515,2668,62.51
FSL,EQ,04-Apr-2018,57.20,57.30,57.75,54.30,54.85,54.80,56.05,8557732,4796.26,23920,2921047,34.13
GABRIEL,EQ,04-Apr-2018,156.60,157.95,159.10,152.10,154.65,153.80,156.32,135090,211.18,3104,81873,60.61
GAEL,EQ,04-Apr-2018,257.40,258.65,264.40,252.85,254.90,255.35,259.88,130341,338.73,2165,77935,59.79
GAIL,EQ,04-Apr-2018,329.75,329.00,330.00,323.00,328.15,328.25,326.46,2967003,9686.19,72974,1539652,51.89
GAL,BE,04-Apr-2018,6.65,6.45,6.85,6.45,6.50,6.50,6.58,6067,0.40,22,-,-
GALAXYSURF,EQ,04-Apr-2018,1457.60,1487.00,1487.00,1429.15,1430.00,1437.65,1444.05,34981,505.14,2627,24292,69.44
GALLANTT,BE,04-Apr-2018,40.95,39.50,41.95,39.35,41.40,39.95,39.62,8820,3.49,31,-,-
GALLISPAT,EQ,04-Apr-2018,281.00,287.00,293.80,280.00,289.50,285.75,286.73,8643,24.78,394,4960,57.39
GAMMNINFRA,EQ,04-Apr-2018,2.70,2.70,2.70,2.45,2.55,2.50,2.58,8189021,210.89,3317,4577241,55.89
GANDHITUBE,EQ,04-Apr-2018,361.85,360.50,366.30,360.00,361.70,361.55,361.72,3698,13.38,140,2823,76.34
GANECOS,EQ,04-Apr-2018,359.20,363.00,367.90,360.00,365.00,364.10,364.53,11404,41.57,261,7087,62.14
GANESHHOUC,EQ,04-Apr-2018,127.95,128.35,134.00,128.15,130.30,129.80,131.34,155141,203.76,1965,67329,43.40
GANGESSECU,EQ,04-Apr-2018,71.90,70.05,72.00,70.05,70.10,70.40,70.75,702,0.50,12,652,92.88
GARDENSILK,EQ,04-Apr-2018,34.85,35.45,36.00,34.20,34.45,34.35,35.09,53368,18.73,412,16597,31.10
GARWALLROP,EQ,04-Apr-2018,940.25,940.25,940.25,930.00,933.05,933.60,934.51,4845,45.28,257,3836,79.17
GATI,EQ,04-Apr-2018,98.40,98.90,101.45,97.10,98.00,97.65,99.20,941630,934.12,8270,349725,37.14
GAYAPROJ,EQ,04-Apr-2018,209.40,212.00,212.00,205.05,209.50,207.70,208.88,79167,165.36,1012,38194,48.24
GDL,EQ,04-Apr-2018,185.95,187.00,188.50,182.05,182.05,182.50,185.80,33664,62.55,1039,21073,62.60
GEECEE,EQ,04-Apr-2018,136.45,136.55,140.20,134.45,137.00,136.95,137.53,14309,19.68,306,7519,52.55
GEMINI,BE,04-Apr-2018,1.05,1.05,1.10,1.05,1.10,1.10,1.06,6202,0.07,8,-,-
GENESYS,EQ,04-Apr-2018,266.55,269.80,275.05,263.15,263.15,264.40,269.27,41811,112.59,1329,16970,40.59
GENUSPAPER,EQ,04-Apr-2018,13.35,13.55,14.00,12.90,13.15,13.10,13.57,463165,62.84,702,311039,67.16
GENUSPOWER,EQ,04-Apr-2018,52.40,53.00,54.40,52.50,53.35,53.20,53.61,842221,451.52,6542,552471,65.60
GEOJITFSL,EQ,04-Apr-2018,93.85,95.00,95.95,93.00,93.05,93.25,94.57,76516,72.36,809,47144,61.61
GEPIL,EQ,04-Apr-2018,935.80,945.00,945.00,878.05,889.90,883.10,902.11,38398,346.39,4975,27527,71.69
GESHIP,EQ,04-Apr-2018,328.70,328.50,333.70,326.15,327.00,327.35,328.81,59903,196.96,5901,45579,76.09
GET&D,EQ,04-Apr-2018,402.45,405.90,405.90,392.00,394.50,394.30,399.90,19301,77.18,685,11679,60.51
GHCL,EQ,04-Apr-2018,274.95,276.00,278.40,265.70,266.50,267.25,272.01,208273,566.52,4010,106798,51.28
GICHSGFIN,EQ,04-Apr-2018,384.40,387.15,393.10,376.30,378.00,377.95,385.47,106806,411.71,2740,39502,36.98
GICRE,EQ,04-Apr-2018,746.70,747.50,748.40,736.00,739.40,737.60,742.52,30063,223.22,1989,17405,57.90
GILLANDERS,EQ,04-Apr-2018,66.95,67.90,68.00,65.00,67.00,66.95,66.31,3773,2.50,52,2490,66.00
GILLETTE,EQ,04-Apr-2018,6565.35,6557.60,6582.50,6474.45,6514.00,6539.70,6545.16,1914,125.27,532,1167,60.97
GINNIFILA,EQ,04-Apr-2018,30.50,30.60,33.80,30.50,31.50,31.50,32.17,357500,115.02,1759,158916,44.45
GIPCL,EQ,04-Apr-2018,104.00,104.00,105.85,100.70,102.50,102.50,103.67,49414,51.23,810,28973,58.63
GIRIRAJ,ST,04-Apr-2018,100.25,100.30,100.40,100.30,,100.35,100.38,114000,114.44,46,-,-
GIRRESORTS,IT,04-Apr-2018,104.00,105.50,105.50,105.50,,105.50,105.50,10000,10.55,2,-,-
GITANJALI,EQ,04-Apr-2018,7.55,7.20,7.20,7.20,7.20,7.20,7.20,62900,4.53,257,62900,100.00
GKWLIMITED,EQ,04-Apr-2018,599.00,596.05,596.05,576.15,585.95,585.95,583.24,23,0.13,12,19,82.61
GLAXO,EQ,04-Apr-2018,2157.60,2172.80,2202.25,2158.10,2181.50,2191.85,2185.06,6501,142.05,1414,3283,50.50
GLENMARK,EQ,04-Apr-2018,549.60,550.05,557.95,545.10,546.75,548.40,551.78,569495,3142.33,19963,245417,43.09
GLOBALVECT,EQ,04-Apr-2018,125.50,128.00,132.95,122.55,124.00,124.15,129.00,171894,221.74,1688,51784,30.13
GLOBOFFS,EQ,04-Apr-2018,22.80,23.90,23.90,23.90,23.90,23.90,23.90,5724,1.37,32,5724,100.00
GLOBUSSPR,EQ,04-Apr-2018,118.15,119.80,123.00,116.30,117.50,117.75,119.29,69002,82.31,450,47602,68.99
GMBREW,EQ,04-Apr-2018,1100.10,1112.70,1158.00,1081.45,1087.95,1086.60,1117.05,197059,2201.24,8858,86294,43.79
GMDCLTD,EQ,04-Apr-2018,131.10,132.30,134.75,128.80,131.50,129.90,131.71,202885,267.22,1615,139995,69.00
GMMPFAUDLR,EQ,04-Apr-2018,713.30,720.00,720.00,702.05,703.05,707.35,713.10,429,3.06,78,420,97.90
GMRINFRA,EQ,04-Apr-2018,18.55,18.55,19.25,18.10,18.40,18.25,18.59,52159069,9698.26,22718,7622937,14.61
GNA,EQ,04-Apr-2018,456.60,460.00,504.40,459.55,472.70,474.70,487.57,713132,3477.00,15970,149246,20.93
GNFC,EQ,04-Apr-2018,389.30,390.95,403.55,385.10,387.50,387.15,395.96,2119354,8391.86,37535,747432,35.27
GOACARBON,EQ,04-Apr-2018,1060.85,1074.30,1079.00,1007.85,1007.85,1007.85,1039.20,442183,4595.16,11413,167739,37.93
GOCLCORP,EQ,04-Apr-2018,512.00,507.00,520.75,506.05,514.00,510.90,513.17,2387,12.25,254,1440,60.33
GODFRYPHLP,EQ,04-Apr-2018,854.25,856.00,873.60,840.60,849.00,844.30,857.98,108153,927.93,3728,17506,16.19
GODREJAGRO,EQ,04-Apr-2018,651.60,654.60,670.00,650.25,656.50,656.70,661.24,355226,2348.89,7852,199387,56.13
GODREJCP,EQ,04-Apr-2018,1105.50,1106.00,1108.35,1071.05,1082.50,1085.20,1087.27,422112,4589.48,20701,152857,36.21
GODREJIND,EQ,04-Apr-2018,550.00,551.00,557.90,530.75,533.00,534.40,550.19,1685553,9273.75,25356,981633,58.24
GODREJPROP,EQ,04-Apr-2018,731.10,738.90,738.90,705.00,718.90,716.15,724.29,101263,733.44,5339,55673,54.98
GOENKA,BZ,04-Apr-2018,0.55,0.50,0.60,0.50,0.55,0.55,0.53,110197,0.59,43,-,-
GOKEX,EQ,04-Apr-2018,88.50,89.90,91.80,86.80,87.80,87.60,89.55,77773,69.64,913,43747,56.25
GOKUL,EQ,04-Apr-2018,13.65,14.20,14.20,13.70,14.15,14.10,14.02,9250,1.30,39,6610,71.46
GOKULAGRO,EQ,04-Apr-2018,20.30,20.50,21.30,20.40,21.30,21.30,21.21,16819,3.57,107,14367,85.42
GOLDBEES,EQ,04-Apr-2018,2751.45,2747.95,2781.95,2744.00,2772.05,2772.20,2766.83,19560,541.19,1817,9976,51.00
GOLDIAM,EQ,04-Apr-2018,65.85,66.90,71.45,66.20,68.20,68.65,69.44,16974,11.79,280,10459,61.62
GOLDINFRA,EQ,04-Apr-2018,184.40,186.50,187.90,174.00,176.45,177.10,180.80,271258,490.42,2510,137747,50.78
GOLDIWIN,EQ,04-Apr-2018,280.55,281.50,282.20,280.20,282.00,281.95,281.66,3132,8.82,44,3086,98.53
GOLDSHARE,EQ,04-Apr-2018,2743.30,2736.55,2773.90,2732.20,2772.00,2769.60,2753.25,1790,49.28,175,1173,65.53
GOLDTECH,EQ,04-Apr-2018,12.80,13.00,13.00,12.30,12.35,12.50,12.50,12394,1.55,58,8464,68.29
GOODLUCK,BE,04-Apr-2018,84.85,84.90,88.30,82.10,86.50,85.70,86.04,24174,20.80,157,-,-
GPIL,EQ,04-Apr-2018,475.20,486.00,498.95,470.00,485.05,479.90,488.43,530342,2590.33,7542,179555,33.86
GPPL,EQ,04-Apr-2018,143.10,144.95,144.95,139.20,140.05,140.00,140.95,205139,289.14,1862,140578,68.53
GPTINFRA,EQ,04-Apr-2018,184.45,185.00,188.70,185.00,185.00,185.65,187.09,30272,56.64,267,16851,55.67
GRANULES,EQ,04-Apr-2018,108.55,109.80,110.55,105.10,105.60,105.80,107.14,2178083,2333.64,11561,612776,28.13
GRAPHITE,EQ,04-Apr-2018,759.70,766.00,771.95,721.75,721.75,721.75,744.75,1839206,13697.57,40428,975790,53.05
GRASIM,EQ,04-Apr-2018,1087.90,1095.80,1095.85,1055.00,1061.80,1059.35,1070.39,979864,10488.36,31861,604228,61.66
GRAVITA,EQ,04-Apr-2018,159.80,161.35,164.80,159.35,160.10,160.20,162.30,105127,170.62,1514,55538,52.83
GREAVESCOT,EQ,04-Apr-2018,119.85,121.05,122.50,119.10,119.50,119.60,120.94,433202,523.92,8805,247849,57.21
GREENLAM,EQ,04-Apr-2018,1229.00,1245.00,1251.55,1180.00,1180.00,1207.25,1225.96,578,7.09,99,350,60.55
GREENPLY,EQ,04-Apr-2018,314.85,316.90,320.75,311.35,320.15,318.85,317.79,33486,106.41,1018,24081,71.91
GREENPOWER,EQ,04-Apr-2018,9.80,10.00,11.25,10.00,10.50,10.45,10.60,659959,69.95,1282,309077,46.83
GRINDWELL,EQ,04-Apr-2018,521.45,521.45,529.25,515.00,515.15,517.70,524.49,91022,477.40,360,84450,92.78
GROBTEA,BE,04-Apr-2018,1296.00,1231.20,1231.20,1231.20,1231.20,1231.20,1231.20,27,0.33,13,-,-
GRPLTD,EQ,04-Apr-2018,1265.65,1275.00,1329.00,1237.00,1259.95,1245.00,1261.93,6102,77.00,80,5041,82.61
GRUH,EQ,04-Apr-2018,596.00,598.95,606.40,591.00,596.75,598.25,599.68,275293,1650.87,10916,152268,55.31
GSCLCEMENT,EQ,04-Apr-2018,28.65,28.90,29.85,28.00,28.35,28.40,29.07,15821,4.60,110,11312,71.50
GSFC,EQ,04-Apr-2018,123.65,124.00,125.85,120.50,121.10,121.15,123.54,1374309,1697.84,8639,439211,31.96
GSKCONS,EQ,04-Apr-2018,6002.90,6050.00,6148.90,6011.00,6030.00,6056.60,6097.81,59115,3604.72,5476,49906,84.42
GSPL,EQ,04-Apr-2018,184.70,185.85,187.45,182.10,184.80,184.85,184.96,541353,1001.26,8802,445269,82.25
GSS,EQ,04-Apr-2018,55.60,56.00,56.95,53.10,53.55,54.00,55.31,496338,274.52,2766,234795,47.31
GTL,EQ,04-Apr-2018,11.35,11.50,12.10,11.30,11.45,11.55,11.70,200270,23.44,603,108042,53.95
GTLINFRA,EQ,04-Apr-2018,2.65,2.65,2.70,2.55,2.60,2.60,2.61,3281208,85.76,1103,1818628,55.43
GTNIND,EQ,04-Apr-2018,12.95,13.00,13.20,12.60,12.70,12.70,12.93,4717,0.61,76,2928,62.07
GTNTEX,EQ,04-Apr-2018,16.30,17.05,17.10,16.50,16.65,16.65,17.05,4627,0.79,28,3480,75.21
GTPL,EQ,04-Apr-2018,145.35,148.95,150.00,141.35,143.80,144.20,146.30,47230,69.10,599,21150,44.78
GUFICBIO,EQ,04-Apr-2018,113.10,113.80,116.05,109.05,111.10,111.00,113.05,80462,90.96,934,43137,53.61
GUJALKALI,EQ,04-Apr-2018,712.50,718.75,736.00,705.10,708.15,710.10,721.86,98244,709.18,3367,32654,33.24
GUJAPOLLO,EQ,04-Apr-2018,212.65,214.95,217.00,210.65,210.65,212.05,214.45,3610,7.74,96,2989,82.80
GUJFLUORO,EQ,04-Apr-2018,805.80,811.30,821.00,788.15,794.00,791.75,802.95,36093,289.81,2308,19959,55.30
GUJGASLTD,EQ,04-Apr-2018,844.85,848.95,848.95,840.90,845.00,845.05,845.12,9444,79.81,321,8342,88.33
GUJRAFFIA,BE,04-Apr-2018,39.50,39.10,39.60,37.55,37.55,38.95,39.05,982,0.38,7,-,-
GULFOILLUB,EQ,04-Apr-2018,907.10,907.10,929.50,907.10,916.00,914.45,916.07,12212,111.87,675,7421,60.77
GULFPETRO,EQ,04-Apr-2018,77.20,77.75,79.95,76.60,78.50,77.80,78.48,26874,21.09,330,17007,63.28
GULPOLY,EQ,04-Apr-2018,72.10,72.00,74.25,71.05,71.35,71.25,72.50,30320,21.98,247,15358,50.65
GVKPIL,EQ,04-Apr-2018,15.10,15.25,15.75,14.60,14.65,14.75,15.03,6249027,938.96,4636,2449201,39.19
HAL,EQ,04-Apr-2018,1128.60,1130.00,1140.00,1115.00,1115.05,1115.90,1125.44,81682,919.28,7640,39983,48.95
HANUNG,BE,04-Apr-2018,2.70,2.70,2.75,2.65,2.75,2.75,2.71,4970,0.13,12,-,-
HARITASEAT,EQ,04-Apr-2018,1009.90,1016.80,1025.00,981.65,985.00,988.70,1002.48,952,9.54,169,510,53.57
HARRMALAYA,EQ,04-Apr-2018,78.80,78.05,82.00,77.65,78.50,78.25,79.99,25176,20.14,512,14655,58.21
HATHWAY,EQ,04-Apr-2018,37.30,37.35,38.60,35.65,36.30,36.80,37.78,903267,341.28,2942,709529,78.55
HATSUN,EQ,04-Apr-2018,699.95,700.10,709.00,695.95,700.00,699.40,700.32,10358,72.54,588,7769,75.00
HAVELLS,EQ,04-Apr-2018,508.00,509.90,513.00,503.00,503.00,504.35,507.76,1906614,9680.99,33774,925321,48.53
HBLPOWER,EQ,04-Apr-2018,48.50,48.90,50.25,47.30,47.80,47.75,48.83,459641,224.45,2566,231751,50.42
HCC,EQ,04-Apr-2018,25.45,25.40,26.05,23.90,24.25,24.15,24.89,25235874,6280.02,30778,4228092,16.75
HCG,EQ,04-Apr-2018,301.85,303.55,307.10,301.00,301.30,303.10,304.81,33668,102.62,491,27890,82.84
HCL-INSYS,EQ,04-Apr-2018,54.00,54.20,54.50,51.50,52.15,52.20,53.08,1900597,1008.88,7115,666728,35.08
HCLTECH,EQ,04-Apr-2018,969.25,981.00,981.25,949.50,959.25,959.25,961.26,902390,8674.29,45534,385748,42.75
HDFC,EQ,04-Apr-2018,1825.70,1830.70,1831.80,1792.00,1800.00,1803.30,1807.48,2268911,41010.15,116356,1702563,75.04
HDFC,W2,04-Apr-2018,374.55,371.65,372.60,342.00,345.75,345.75,356.54,219000,780.83,30,204400,93.33
HDFCBANK,EQ,04-Apr-2018,1915.90,1912.95,1924.95,1878.45,1883.10,1883.25,1903.29,928527,17672.57,34499,456685,49.18
HDFCBANK,IL,04-Apr-2018,1971.50,1990.00,1990.00,1990.00,,1990.00,1990.00,50000,995.00,1,50000,100.00
HDFCLIFE,EQ,04-Apr-2018,493.60,495.00,504.00,488.90,497.50,495.85,497.37,1687239,8391.87,38547,873435,51.77
HDFCMFGETF,EQ,04-Apr-2018,2810.55,2807.00,2832.05,2805.30,2832.00,2829.15,2821.07,756,21.33,106,500,66.14
HDFCNIFETF,EQ,04-Apr-2018,1051.00,1053.65,1054.40,1035.94,1038.91,1038.90,1044.08,624,6.52,20,350,56.09
HDFCSENETF,EQ,04-Apr-2018,3400.02,3403.10,3404.00,3403.10,3404.00,3404.00,3403.55,2,0.07,2,1,50.00
HDIL,EQ,04-Apr-2018,41.85,42.10,42.50,40.15,40.65,40.65,41.32,13957527,5766.93,29607,2484271,17.80
HECPROJECT,SM,04-Apr-2018,160.00,152.00,152.00,152.00,152.00,152.00,152.00,1200,1.82,1,1200,100.00
HEG,EQ,04-Apr-2018,3191.45,3214.00,3240.00,2753.00,2883.00,2899.10,2934.80,1841209,54035.77,152694,339221,18.42
HEIDELBERG,EQ,04-Apr-2018,146.90,149.50,149.95,144.80,145.00,145.35,147.24,221478,326.10,3013,156423,70.63
HERCULES,EQ,04-Apr-2018,113.75,115.00,118.60,113.25,115.00,114.80,116.25,10294,11.97,312,6969,67.70
HERITGFOOD,EQ,04-Apr-2018,728.05,730.10,750.00,717.55,729.55,730.10,730.65,35084,256.34,1522,24934,71.07
HEROMOTOCO,EQ,04-Apr-2018,3644.95,3653.50,3695.00,3627.00,3646.30,3667.15,3671.91,526063,19316.58,31871,343728,65.34
HESTERBIO,EQ,04-Apr-2018,1628.80,1630.00,1675.00,1624.55,1650.00,1652.60,1665.01,5246,87.35,285,3037,57.89
HEXATRADEX,BE,04-Apr-2018,38.95,40.00,40.85,40.00,40.85,40.85,40.83,13315,5.44,27,-,-
HEXAWARE,EQ,04-Apr-2018,419.00,419.00,419.00,393.05,396.00,396.20,402.76,2461468,9913.73,27560,501629,20.38
HFCL,EQ,04-Apr-2018,27.50,27.70,28.15,26.35,26.55,26.65,27.22,7806904,2124.80,6814,3329198,42.64
HGINFRA,EQ,04-Apr-2018,301.95,302.75,304.00,300.00,300.00,300.15,301.19,122914,370.21,2634,55803,45.40
HGS,EQ,04-Apr-2018,827.25,832.15,854.75,805.00,811.90,811.20,830.42,11180,92.84,1132,4963,44.39
HHOF1140RG,MF,04-Apr-2018,9.00,9.00,9.00,9.00,9.00,9.00,9.00,1000,0.09,1,1000,100.00
HIGHGROUND,EQ,04-Apr-2018,10.65,11.15,11.15,10.50,10.60,10.65,10.74,134064,14.39,311,90648,67.62
HIKAL,EQ,04-Apr-2018,206.00,207.85,215.50,205.10,206.45,206.35,208.88,1376337,2874.87,19274,890657,64.71
HIL,EQ,04-Apr-2018,1738.50,1750.00,1765.95,1738.50,1750.00,1749.25,1751.38,6272,109.85,581,4235,67.52
HILTON,EQ,04-Apr-2018,29.45,29.30,35.30,29.30,34.55,35.00,34.26,893281,306.00,2560,218127,24.42
HIMATSEIDE,EQ,04-Apr-2018,359.90,358.00,365.00,355.55,360.25,360.65,360.31,118916,428.47,1012,105491,88.71
HINDALCO,EQ,04-Apr-2018,207.95,208.00,210.10,200.00,200.80,200.80,204.81,17752702,36359.48,105542,6102496,34.38
HINDCOMPOS,EQ,04-Apr-2018,479.25,501.10,544.75,501.00,505.00,512.95,526.74,112404,592.08,6933,25277,22.49
HINDCON,SM,04-Apr-2018,27.20,26.40,26.40,26.40,26.40,26.40,26.40,8000,2.11,2,8000,100.00
HINDCOPPER,EQ,04-Apr-2018,67.50,67.85,68.40,65.50,66.00,66.05,66.94,2373809,1589.08,10612,738330,31.10
HINDDORROL,BE,04-Apr-2018,4.10,4.10,4.10,3.90,4.10,3.95,3.96,54571,2.16,72,-,-
HINDMOTORS,BE,04-Apr-2018,7.55,7.75,7.90,7.45,7.90,7.80,7.84,129416,10.14,253,-,-
HINDNATGLS,EQ,04-Apr-2018,108.50,111.30,115.80,103.70,115.00,110.35,109.95,3124,3.43,53,552,17.67
HINDOILEXP,EQ,04-Apr-2018,114.55,115.25,119.85,114.75,116.20,115.80,117.71,945833,1113.30,6726,375263,39.68
HINDPETRO,EQ,04-Apr-2018,353.75,354.20,354.90,343.20,344.45,344.20,346.24,2116822,7329.21,42367,721517,34.08
HINDSYNTEX,BE,04-Apr-2018,7.15,7.15,7.35,7.15,7.35,7.35,7.21,2110,0.15,6,-,-
HINDUJAVEN,EQ,04-Apr-2018,678.00,679.05,715.00,671.00,682.60,686.55,693.92,7166,49.73,622,3485,48.63
HINDUNILVR,EQ,04-Apr-2018,1348.40,1348.00,1360.00,1339.55,1358.00,1357.45,1352.90,912607,12346.67,61354,709438,77.74
HINDZINC,EQ,04-Apr-2018,309.20,310.00,310.00,305.15,307.00,307.25,307.29,2784661,8557.08,21460,2005075,72.00
HIRECT,EQ,04-Apr-2018,134.00,136.95,137.70,133.05,134.60,134.65,136.01,3184,4.33,164,1368,42.96
HISARMETAL,EQ,04-Apr-2018,73.00,76.20,76.65,76.20,76.65,76.65,76.59,1330,1.02,23,1030,77.44
HITECH,SM,04-Apr-2018,360.05,374.50,375.00,370.00,370.00,370.00,371.03,12000,44.52,13,11500,95.83
HITECHCORP,EQ,04-Apr-2018,155.00,155.95,155.95,152.40,155.95,155.45,154.53,1585,2.45,60,1172,73.94
HITECHGEAR,EQ,04-Apr-2018,412.30,419.00,434.00,402.50,408.80,405.10,413.21,35333,146.00,899,26438,74.83
HMT,BZ,04-Apr-2018,29.80,29.80,30.95,29.20,29.50,29.50,29.90,2093,0.63,31,-,-
HMVL,EQ,04-Apr-2018,228.85,231.95,232.25,227.50,230.40,231.10,230.73,4846,11.18,236,3510,72.43
HNGSNGBEES,EQ,04-Apr-2018,3498.99,3499.00,3500.00,3498.00,3500.00,3500.00,3499.22,18,0.63,8,18,100.00
HONAUT,EQ,04-Apr-2018,18205.75,18250.00,18489.00,18001.95,18100.00,18142.95,18285.42,1622,296.59,562,1092,67.32
HONDAPOWER,EQ,04-Apr-2018,1386.30,1405.00,1415.00,1375.00,1378.05,1390.00,1394.10,3672,51.19,377,2623,71.43
HOTELEELA,EQ,04-Apr-2018,18.10,18.30,18.60,17.75,17.95,17.90,18.16,358261,65.06,1145,185166,51.68
HOVS,EQ,04-Apr-2018,242.95,244.00,249.70,231.00,234.00,234.40,238.82,14731,35.18,266,9678,65.70
HPL,EQ,04-Apr-2018,128.00,129.10,130.80,125.50,125.50,126.05,127.63,59321,75.71,772,41276,69.58
HSCL,EQ,04-Apr-2018,151.35,152.55,153.45,140.55,142.90,143.05,146.43,2392779,3503.70,15421,1344986,56.21
HSIL,EQ,04-Apr-2018,398.50,404.75,419.00,390.35,393.05,392.80,405.24,165891,672.26,5109,95504,57.57
HTMEDIA,EQ,04-Apr-2018,86.35,86.35,88.60,85.70,86.05,86.15,87.27,141085,123.12,2158,82409,58.41
HUBTOWN,EQ,04-Apr-2018,75.05,75.25,78.30,71.80,74.50,74.15,75.83,374122,283.68,4012,127514,34.08
HUDCO,EQ,04-Apr-2018,70.80,71.00,72.25,68.80,69.75,69.40,70.53,1656802,1168.59,8208,614323,37.08
HUDCO,N2,04-Apr-2018,1142.60,1142.90,1145.00,1142.80,1145.00,1145.00,1144.82,1540,17.63,11,1520,98.70
HUDCO,N3,04-Apr-2018,1073.50,1076.00,1078.60,1076.00,1078.60,1078.60,1076.92,1080,11.63,8,1080,100.00
HUDCO,N5,04-Apr-2018,1091.50,1107.90,1120.00,1107.90,1120.00,1120.00,1112.52,900,10.01,14,900,100.00
HUDCO,N6,04-Apr-2018,1099.99,1040.00,1040.00,1035.00,1035.00,1035.00,1039.81,27,0.28,3,27,100.00
HUDCO,N9,04-Apr-2018,1130.00,1129.00,1133.90,1129.00,1133.90,1133.90,1130.18,350,3.96,4,350,100.00
HUDCO,NA,04-Apr-2018,1090.01,1122.00,1122.00,1122.00,1122.00,1122.00,1122.00,1500,16.83,1,1500,100.00
HUDCO,ND,04-Apr-2018,1215.00,1219.00,1220.00,1219.00,1219.00,1219.24,1219.10,750,9.14,9,750,100.00
HUDCO,NE,04-Apr-2018,1284.99,1295.00,1297.00,1289.00,1292.99,1294.27,1291.59,387,5.00,12,200,51.68
IBREALEST,EQ,04-Apr-2018,176.10,177.30,187.50,177.00,180.10,180.65,183.07,12561413,22996.07,76217,3400970,27.07
IBULHSGFIN,EQ,04-Apr-2018,1299.20,1301.85,1313.65,1278.00,1288.55,1291.80,1295.66,3374901,43727.13,68793,1959679,58.07
IBULHSGFIN,N4,04-Apr-2018,1102.50,1129.90,1129.90,1120.00,1120.00,1120.00,1124.95,6,0.07,2,3,50.00
IBULHSGFIN,N6,04-Apr-2018,1070.00,1045.00,1045.00,1045.00,1045.00,1045.00,1045.00,200,2.09,2,200,100.00
IBULHSGFIN,NA,04-Apr-2018,1077.16,1099.99,1099.99,1050.00,1080.99,1080.99,1076.99,3,0.03,3,3,100.00
IBULHSGFIN,NC,04-Apr-2018,1005.00,1005.00,1005.00,1005.00,1005.00,1005.00,1005.00,100,1.01,2,100,100.00
