SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
LAXMIMACH,EQ,04-Apr-2018,7386.30,7350.00,7640.00,7341.00,7350.00,7378.05,7498.50,17821,1336.31,3626,7806,43.80
LCCINFOTEC,BZ,04-Apr-2018,0.50,0.55,0.55,0.50,0.55,0.55,0.54,15152,0.08,14,-,-
LEEL,EQ,04-Apr-2018,249.60,253.65,253.65,243.10,243.30,244.80,248.76,108194,269.14,2372,68004,62.85
LEXUS,SM,04-Apr-2018,83.25,84.00,85.40,84.00,85.40,85.40,84.70,2000,1.69,2,2000,100.00
LFIC,BE,04-Apr-2018,90.45,93.00,93.00,91.00,91.00,91.00,92.34,607,0.56,8,-,-
LGBBROSLTD,EQ,04-Apr-2018,1220.40,1222.00,1222.00,1140.00,1159.65,1155.20,1179.30,16993,200.40,2133,7663,45.10
LIBAS,SM,04-Apr-2018,112.00,106.40,106.40,106.40,106.40,106.40,106.40,2000,2.13,1,2000,100.00
LIBERTSHOE,EQ,04-Apr-2018,211.30,211.50,243.65,211.10,222.00,223.00,228.13,409463,934.12,7723,100738,24.60
LICHSGFIN,EQ,04-Apr-2018,554.10,556.25,556.80,532.60,535.05,535.20,545.74,1241827,6777.18,25462,337016,27.14
LICNETFGSC,EQ,04-Apr-2018,16.95,16.00,17.00,16.00,16.95,16.95,16.28,1028,0.17,6,1003,97.57
LICNETFN50,EQ,04-Apr-2018,103.82,105.70,105.70,105.70,105.70,105.70,105.70,1,0.00,1,1,100.00
LICNFNHGP,EQ,04-Apr-2018,99.50,104.95,104.95,99.30,99.30,99.30,102.13,2,0.00,2,1,50.00
LINCOLN,EQ,04-Apr-2018,225.35,228.00,229.35,222.00,225.05,225.65,225.83,22692,51.25,462,9673,42.63
LINCPEN,EQ,04-Apr-2018,431.95,427.95,432.05,417.00,417.00,417.40,422.99,8357,35.35,261,5357,64.10
LINDEINDIA,EQ,04-Apr-2018,453.80,456.90,468.70,446.10,447.00,450.30,458.44,20779,95.26,999,12511,60.21
LIQUIDBEES,EQ,04-Apr-2018,999.99,999.99,1000.01,999.99,1000.00,1000.00,1000.00,870240,8702.42,2768,633748,72.82
LIQUIDETF,EQ,04-Apr-2018,999.99,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,368,3.68,4,368,100.00
LITL,BE,04-Apr-2018,1.15,1.15,1.20,1.10,1.10,1.10,1.13,3189718,35.91,405,-,-
LML,EQ,04-Apr-2018,6.25,6.30,6.55,6.30,6.45,6.45,6.44,298015,19.20,398,205094,68.82
LOKESHMACH,EQ,04-Apr-2018,59.25,59.75,60.65,57.65,58.75,58.30,58.65,74762,43.85,479,43340,57.97
LOTUSEYE,EQ,04-Apr-2018,29.50,29.45,29.55,28.70,29.10,29.10,28.82,14612,4.21,31,13752,94.11
LOVABLE,EQ,04-Apr-2018,175.05,176.80,181.00,171.90,172.85,172.60,177.01,138429,245.03,2592,82608,59.68
LOWVOLIWIN,EQ,04-Apr-2018,79.95,82.10,82.10,82.10,82.10,82.10,82.10,236,0.19,1,236,100.00
LPDC,EQ,04-Apr-2018,3.80,3.80,3.95,3.65,3.75,3.70,3.74,19408,0.73,30,16429,84.65
LSIL,BE,04-Apr-2018,1.30,1.35,1.35,1.25,1.30,1.30,1.29,322907,4.17,204,-,-
LT,EQ,04-Apr-2018,1330.40,1331.00,1332.70,1290.20,1296.00,1296.15,1310.83,1285513,16850.88,60904,662287,51.52
LTI,EQ,04-Apr-2018,1417.25,1408.00,1449.90,1399.15,1412.00,1414.75,1423.36,204859,2915.89,17471,105183,51.34
LTTS,EQ,04-Apr-2018,1227.00,1230.00,1248.95,1205.15,1213.10,1219.55,1220.83,44969,548.99,3769,16465,36.61
LUMAXIND,EQ,04-Apr-2018,2263.85,2290.00,2290.00,2212.00,2237.00,2223.35,2238.53,5076,113.63,738,3244,63.91
LUMAXTECH,EQ,04-Apr-2018,830.65,836.15,839.90,810.00,815.00,818.55,825.21,4274,35.27,453,1890,44.22
LUPIN,EQ,04-Apr-2018,788.50,792.00,796.30,771.10,777.00,775.20,785.30,1480947,11629.93,34050,433816,29.29
LUXIND,EQ,04-Apr-2018,1799.65,1818.00,1839.00,1780.00,1795.00,1796.25,1801.23,56153,1011.44,1998,9335,16.62
LYCOS,BE,04-Apr-2018,5.00,5.25,5.25,5.25,5.25,5.25,5.25,53504,2.81,57,-,-
LYKALABS,EQ,04-Apr-2018,50.00,50.50,51.50,48.05,49.00,48.80,49.75,89244,44.40,550,43233,48.44
LYPSAGEMS,EQ,04-Apr-2018,19.35,19.90,19.90,19.00,19.10,19.10,19.52,58232,11.37,327,26926,46.24
M&M,EQ,04-Apr-2018,770.10,773.00,786.75,749.10,758.00,756.55,770.82,3295198,25400.09,57547,1672221,50.75
M&MFIN,EQ,04-Apr-2018,473.75,475.00,480.55,462.20,464.70,465.80,471.72,1007183,4751.13,22227,392344,38.95
M&MFIN,N2,04-Apr-2018,1080.00,1095.00,1114.00,1094.75,1114.00,1114.00,1095.20,160,1.75,4,160,100.00
M100,EQ,04-Apr-2018,20.26,20.45,20.45,19.98,20.20,20.07,20.18,22177,4.48,111,13027,58.74
M50,EQ,04-Apr-2018,96.10,96.80,96.95,95.37,96.40,96.40,96.42,3216,3.10,31,2328,72.39
MAANALU,EQ,04-Apr-2018,149.40,153.80,169.70,151.00,155.15,153.65,158.63,361940,574.13,6908,87983,24.31
MACPOWER,SM,04-Apr-2018,169.80,173.80,203.75,167.00,200.00,198.20,188.10,206000,387.49,197,72000,34.95
MADHAV,EQ,04-Apr-2018,55.75,56.80,58.60,55.50,56.80,56.70,57.05,9314,5.31,214,5133,55.11
MADHUCON,EQ,04-Apr-2018,25.30,25.30,26.00,23.75,24.05,24.10,25.19,347745,87.61,1751,174952,50.31
MADRASFERT,EQ,04-Apr-2018,32.85,33.60,34.45,33.15,33.60,33.40,33.89,384184,130.19,1628,142542,37.10
MAGADSUGAR,EQ,04-Apr-2018,118.95,118.35,123.50,115.20,116.10,116.20,118.77,10358,12.30,143,7333,70.80
MAGMA,EQ,04-Apr-2018,162.15,162.50,164.70,160.00,161.40,161.05,162.76,93054,151.45,1025,72852,78.29
MAGNUM,EQ,04-Apr-2018,10.00,9.95,10.45,9.75,10.05,9.85,10.20,66210,6.75,187,46492,70.22
MAHABANK,EQ,04-Apr-2018,14.00,14.05,14.25,13.80,13.90,13.85,14.08,906481,127.66,1723,437898,48.31
MAHASTEEL,EQ,04-Apr-2018,64.05,64.80,68.90,63.10,66.30,66.45,66.96,61280,41.03,696,24861,40.57
MAHESHWARI,SM,04-Apr-2018,175.00,189.00,189.00,183.00,183.00,183.00,186.00,2000,3.72,2,2000,100.00
MAHINDCIE,EQ,04-Apr-2018,221.05,223.50,226.50,217.10,217.60,218.20,222.06,133592,296.66,4104,77684,58.15
MAHLIFE,EQ,04-Apr-2018,450.10,454.60,459.80,436.85,448.75,449.95,445.88,47284,210.83,2467,28730,60.76
MAHLOG,EQ,04-Apr-2018,495.35,492.00,497.05,483.00,485.00,488.40,489.57,245205,1200.44,1590,236439,96.43
MAHSCOOTER,EQ,04-Apr-2018,2284.45,2296.25,2320.00,2251.00,2318.00,2312.45,2303.84,3739,86.14,374,2377,63.57
MAHSEAMLES,EQ,04-Apr-2018,430.60,431.05,456.50,431.05,449.00,449.85,450.44,54535,245.65,1817,41876,76.79
MAITHANALL,EQ,04-Apr-2018,839.75,850.00,879.95,826.15,829.45,831.15,851.34,70738,602.22,3433,40423,57.14
MAJESCO,EQ,04-Apr-2018,485.15,488.50,498.00,482.00,484.15,485.50,490.13,62943,308.50,2517,25631,40.72
MALUPAPER,EQ,04-Apr-2018,31.60,31.55,33.15,31.55,32.90,32.65,32.38,13457,4.36,124,9071,67.41
MANAKALUCO,EQ,04-Apr-2018,9.05,9.45,9.50,8.70,9.40,9.40,9.43,13330,1.26,43,13079,98.12
MANAKCOAT,EQ,04-Apr-2018,14.80,14.95,15.85,14.55,15.00,14.95,15.35,36969,5.67,163,19410,52.50
MANAKSIA,EQ,04-Apr-2018,50.45,51.65,52.70,50.60,51.30,50.70,51.60,13374,6.90,184,8676,64.87
MANAKSTEEL,EQ,04-Apr-2018,34.50,35.45,35.95,34.00,34.40,34.15,35.48,637070,226.01,320,524414,82.32
MANALIPETC,EQ,04-Apr-2018,35.25,35.40,36.25,34.30,34.45,34.55,35.26,445149,156.95,2106,167721,37.68
MANAPPURAM,EQ,04-Apr-2018,114.40,114.40,117.00,113.90,115.20,114.80,115.06,4497476,5175.01,20440,1885813,41.93
MANDHANA,EQ,04-Apr-2018,5.50,5.60,5.75,5.60,5.70,5.70,5.73,43518,2.49,95,40968,94.14
MANGALAM,EQ,04-Apr-2018,171.85,174.10,179.00,171.00,171.50,171.75,174.44,40469,70.59,1150,18556,45.85
MANGCHEFER,EQ,04-Apr-2018,63.25,63.50,64.90,62.40,62.60,62.80,63.97,64368,41.18,418,26067,40.50
MANGLMCEM,EQ,04-Apr-2018,328.70,333.00,334.50,315.95,318.05,320.05,325.58,20070,65.34,648,13635,67.94
MANGTIMBER,EQ,04-Apr-2018,24.55,25.45,25.75,25.30,25.75,25.75,25.69,8940,2.30,58,8394,93.89
MANINDS,EQ,04-Apr-2018,128.35,129.80,130.85,124.00,124.60,124.45,127.48,137367,175.11,1468,92531,67.36
MANINFRA,EQ,04-Apr-2018,54.55,54.95,55.85,51.80,52.05,52.20,53.67,446953,239.90,2655,300120,67.15
MANPASAND,EQ,04-Apr-2018,371.15,376.60,380.00,369.15,370.00,371.50,375.19,60267,226.12,1839,31662,52.54
MANUGRAPH,EQ,04-Apr-2018,47.00,48.15,49.40,46.10,47.40,47.20,47.88,35923,17.20,206,13138,36.57
MARALOVER,EQ,04-Apr-2018,34.50,35.40,35.90,33.80,35.45,34.75,34.85,41014,14.29,220,18638,45.44
MARATHON,EQ,04-Apr-2018,433.65,443.65,449.00,421.55,429.95,426.30,433.13,7930,34.35,270,5939,74.89
MARICO,EQ,04-Apr-2018,325.00,326.00,328.45,324.55,325.00,325.85,326.82,841290,2749.49,13027,435246,51.74
MARKSANS,EQ,04-Apr-2018,34.40,34.80,35.40,33.90,34.30,34.10,34.59,2240039,774.87,6541,551861,24.64
MARUTI,EQ,04-Apr-2018,9026.45,9078.00,9149.40,8980.60,9011.00,9013.50,9080.88,488280,44340.14,49912,146299,29.96
MASFIN,EQ,04-Apr-2018,605.05,600.05,614.00,592.20,600.00,600.15,601.27,8609,51.76,506,4142,48.11
MASKINVEST,BE,04-Apr-2018,121.80,115.75,115.75,115.75,115.75,115.75,115.75,500,0.58,2,-,-
MASTEK,EQ,04-Apr-2018,530.45,535.80,562.90,533.10,545.00,541.95,548.92,753572,4136.53,18213,158419,21.02
MATRIMONY,EQ,04-Apr-2018,788.25,778.05,804.35,760.00,760.00,766.60,785.91,1261,9.91,181,1087,86.20
MAWANASUG,EQ,04-Apr-2018,48.25,48.05,52.15,47.10,49.65,49.05,50.44,344664,173.86,2290,123707,35.89
MAXINDIA,EQ,04-Apr-2018,84.95,86.90,86.90,84.55,85.00,85.00,85.09,469481,399.47,8281,402936,85.83
MAXVIL,EQ,04-Apr-2018,72.50,71.70,73.20,69.45,70.85,70.20,71.42,97520,69.65,739,63086,64.69
MAYURUNIQ,EQ,04-Apr-2018,486.55,487.00,498.90,483.10,497.90,495.75,493.40,12074,59.57,1462,9577,79.32
MAZDA,EQ,04-Apr-2018,356.15,361.55,361.55,346.00,347.50,348.55,353.11,3398,12.00,122,2006,59.03
MBAPL,SM,04-Apr-2018,46.00,47.00,47.00,46.00,46.00,46.00,46.50,6000,2.79,2,6000,100.00
MBECL,EQ,04-Apr-2018,63.45,63.95,64.25,62.00,62.00,62.00,63.42,12851,8.15,173,7063,54.96
MBLINFRA,EQ,04-Apr-2018,21.35,22.00,22.40,21.80,22.40,22.40,22.30,124692,27.81,343,92267,74.00
MCDHOLDING,EQ,04-Apr-2018,40.45,40.75,40.75,39.10,39.35,39.30,39.85,84669,33.74,535,56891,67.19
MCDOWELL-N,EQ,04-Apr-2018,3248.80,3250.50,3305.00,3141.10,3152.40,3154.70,3235.37,429500,13895.91,25912,58380,13.59
MCL,SM,04-Apr-2018,261.80,273.95,273.95,273.95,273.95,273.95,273.95,800,2.19,1,800,100.00
MCLEODRUSS,EQ,04-Apr-2018,153.35,154.05,160.50,153.10,154.50,154.20,156.22,882776,1379.03,3491,606265,68.68
MCX,EQ,04-Apr-2018,732.75,732.70,747.00,721.00,725.00,723.25,730.66,551805,4031.80,15167,84936,15.39
MDL,SM,04-Apr-2018,56.75,56.40,56.65,54.30,56.00,56.00,56.36,98000,55.23,16,56000,57.14
MEGASOFT,EQ,04-Apr-2018,12.70,13.00,13.15,12.30,12.55,12.55,12.81,36462,4.67,69,27060,74.21
MEGH,EQ,04-Apr-2018,94.45,95.00,96.55,90.30,92.65,92.10,94.17,2160920,2034.92,13856,774465,35.84
MENONBE,EQ,04-Apr-2018,99.90,100.00,102.60,98.50,99.70,99.75,100.80,135892,136.98,1425,86890,63.94
MEP,EQ,04-Apr-2018,76.95,77.65,79.50,76.10,76.75,76.80,77.96,634320,494.48,5420,257175,40.54
MERCATOR,EQ,04-Apr-2018,35.65,35.35,35.85,34.40,35.00,34.75,35.05,774404,271.44,3247,407311,52.60
MERCK,EQ,04-Apr-2018,1549.25,1540.00,1563.00,1515.00,1519.50,1525.75,1530.34,11123,170.22,1506,7648,68.76
METALFORGE,EQ,04-Apr-2018,24.80,25.35,26.00,24.65,25.90,25.90,25.49,22181,5.65,141,17332,78.14
METKORE,EQ,04-Apr-2018,2.80,2.80,3.00,2.80,2.95,2.80,2.89,59611,1.72,102,52479,88.04
MFSL,EQ,04-Apr-2018,464.50,463.00,470.35,446.00,448.50,450.65,461.22,558536,2576.06,19047,318528,57.03
MGL,EQ,04-Apr-2018,1011.50,1020.00,1023.40,983.45,987.85,988.40,1006.66,116521,1172.97,8078,35075,30.10
MHHL,SM,04-Apr-2018,68.85,68.50,68.50,67.80,67.80,68.00,68.15,18000,12.27,6,15000,83.33
MHRIL,EQ,04-Apr-2018,304.15,303.30,308.10,297.25,299.95,298.65,303.96,764939,2325.10,2502,718080,93.87
MIC,EQ,04-Apr-2018,5.15,5.40,5.40,5.40,5.40,5.40,5.40,221133,11.94,168,201133,90.96
MIDCAPIWIN,EQ,04-Apr-2018,71.35,71.66,71.82,70.62,70.62,70.62,71.54,2229,1.59,27,1315,59.00
MIDHANI,EQ,04-Apr-2018,90.00,87.00,91.00,86.05,90.10,90.05,89.51,16767810,15008.45,91367,8150564,48.61
MINDACORP,EQ,04-Apr-2018,185.45,186.40,190.80,181.10,181.75,182.25,186.72,163432,305.17,2507,68955,42.19
MINDAIND,EQ,04-Apr-2018,1144.60,1160.00,1160.00,1125.00,1128.00,1128.90,1134.27,50674,574.78,3808,33374,65.86
MINDTECK,EQ,04-Apr-2018,56.90,56.00,63.65,55.55,57.70,58.40,58.59,12396,7.26,211,8068,65.09
MINDTREE,EQ,04-Apr-2018,800.65,807.90,808.45,776.75,782.70,779.55,792.35,997207,7901.35,22811,136530,13.69
MIRCELECTR,EQ,04-Apr-2018,49.95,50.30,50.70,47.50,48.00,47.95,48.95,736103,360.34,3358,393530,53.46
MIRZAINT,EQ,04-Apr-2018,129.65,130.05,136.00,127.50,128.30,128.75,132.43,461693,611.40,4655,98899,21.42
MITCON,SM,04-Apr-2018,50.00,50.10,52.50,50.00,52.50,52.50,50.56,10000,5.06,5,8000,80.00
MITTAL,ST,04-Apr-2018,21.90,21.95,21.95,21.00,,21.00,21.32,18000,3.84,2,-,-
MMFL,EQ,04-Apr-2018,1082.10,1089.90,1099.70,1080.00,1080.00,1080.00,1081.79,1591,17.21,260,1009,63.42
MMTC,EQ,04-Apr-2018,61.00,61.60,61.60,58.60,59.00,59.10,60.05,1575149,945.84,8424,561407,35.64
MOHITIND,EQ,04-Apr-2018,27.85,28.05,29.80,27.55,29.25,29.35,29.06,94782,27.55,788,37873,39.96
MOHOTAIND,EQ,04-Apr-2018,148.45,148.45,155.85,148.40,155.85,155.85,152.42,15393,23.46,199,11404,74.09
MOIL,EQ,04-Apr-2018,204.95,206.45,211.70,204.00,205.95,205.20,208.17,431921,899.12,7951,183166,42.41
MOKSH,SM,04-Apr-2018,32.00,34.95,34.95,33.90,34.00,34.00,34.33,15000,5.15,5,15000,100.00
MOLDTECH,EQ,04-Apr-2018,50.15,52.10,52.50,50.85,51.00,51.15,51.50,4200,2.16,48,3160,75.24
MOLDTKPAC,EQ,04-Apr-2018,325.05,328.30,330.25,320.00,325.00,326.05,324.49,27536,89.35,760,17477,63.47
MONNETISPA,EQ,04-Apr-2018,21.55,22.30,24.75,20.70,21.85,21.90,22.97,4489909,1031.49,10654,1638302,36.49
MONSANTO,EQ,04-Apr-2018,2696.70,2681.10,2730.00,2653.00,2677.05,2668.75,2700.29,3243,87.57,470,1889,58.25
MONTECARLO,EQ,04-Apr-2018,480.10,484.50,500.40,478.05,486.00,483.15,485.99,6780,32.95,416,3699,54.56
MORARJEE,EQ,04-Apr-2018,42.30,43.50,43.75,40.60,41.50,41.60,42.20,17569,7.41,307,13464,76.63
MOREPENLAB,EQ,04-Apr-2018,33.60,33.95,36.25,33.70,34.25,34.30,34.86,3940032,1373.50,11396,1178018,29.90
MOSERBAER,BE,04-Apr-2018,3.70,3.85,3.85,3.55,3.80,3.80,3.77,195424,7.37,224,-,-
MOTHERSUMI,EQ,04-Apr-2018,332.35,335.70,338.95,332.50,333.95,333.20,335.79,4306825,14461.88,66598,2064334,47.93
MOTILALOFS,EQ,04-Apr-2018,1003.90,1019.50,1052.00,1002.60,1008.00,1010.10,1032.04,177843,1835.40,11363,72777,40.92
MOTOGENFIN,EQ,04-Apr-2018,39.95,39.95,40.00,39.00,40.00,39.75,39.54,460,0.18,20,330,71.74
MPHASIS,EQ,04-Apr-2018,851.90,862.70,883.15,852.05,870.00,869.70,871.17,405335,3531.15,32504,245758,60.63
MPSLTD,EQ,04-Apr-2018,518.10,524.90,529.00,513.15,513.15,514.95,526.50,16490,86.82,244,14665,88.93
MPTODAY,SM,04-Apr-2018,131.70,126.00,126.00,126.00,126.00,126.00,126.00,2000,2.52,1,2000,100.00
MRF,EQ,04-Apr-2018,75502.40,75350.00,76034.00,73745.95,74799.00,74734.20,74950.02,11549,8655.98,6300,2826,24.47
MRPL,EQ,04-Apr-2018,111.80,112.65,113.40,110.00,110.00,110.45,111.86,705539,789.21,5397,197668,28.02
MSPL,EQ,04-Apr-2018,17.45,18.00,18.30,17.80,18.25,18.20,18.18,5008,0.91,40,4207,84.01
MTEDUCARE,EQ,04-Apr-2018,70.90,70.60,71.65,70.55,70.65,70.65,71.15,36847,26.22,182,24576,66.70
MTNL,EQ,04-Apr-2018,19.80,20.20,20.40,19.40,19.50,19.55,19.93,1817504,362.18,4164,749864,41.26
MUKANDENGG,EQ,04-Apr-2018,38.65,38.45,40.75,37.75,38.90,38.40,39.53,26884,10.63,301,14524,54.02
MUKANDLTD,EQ,04-Apr-2018,63.85,64.90,66.60,64.05,64.65,64.50,65.34,78923,51.57,695,36133,45.78
MUKANDLTD,P1,04-Apr-2018,6.60,6.60,6.60,5.55,5.55,6.05,6.08,2,0.00,2,1,50.00
MUKTAARTS,EQ,04-Apr-2018,66.20,66.75,68.45,64.05,64.50,64.75,66.69,50788,33.87,499,25800,50.80
MUNJALAU,EQ,04-Apr-2018,75.65,76.50,77.75,74.90,75.90,75.40,76.43,58404,44.64,905,32159,55.06
MUNJALSHOW,EQ,04-Apr-2018,218.45,219.00,225.00,215.20,215.30,215.70,220.03,75570,166.28,1519,37710,49.90
MURUDCERA,EQ,04-Apr-2018,35.65,36.00,37.75,33.55,33.95,34.00,35.65,105700,37.68,529,78637,74.40
MUTHOOTCAP,EQ,04-Apr-2018,795.80,796.45,826.50,796.45,808.95,810.05,816.01,50490,412.00,957,42015,83.21
MUTHOOTFIN,EQ,04-Apr-2018,416.80,418.00,426.50,412.30,417.30,415.30,419.42,593492,2489.23,12644,145284,24.48
MVL,EQ,04-Apr-2018,0.35,0.35,0.40,0.35,0.40,0.35,0.37,185369,0.69,49,53862,29.06
N100,EQ,04-Apr-2018,499.21,504.93,504.93,504.93,504.93,504.93,504.93,913,4.61,65,878,96.17
NABARD,N2,04-Apr-2018,1106.42,1107.50,1119.00,1102.05,1107.50,1107.51,1107.94,1505,16.67,12,1318,87.57
NACLIND,EQ,04-Apr-2018,44.20,45.60,46.00,43.05,43.80,43.55,44.81,61458,27.54,639,40087,65.23
NAGAFERT,EQ,04-Apr-2018,16.80,16.80,18.45,16.75,17.30,17.20,17.96,1629856,292.73,2611,437692,26.85
NAGAROIL,EQ,04-Apr-2018,3.60,3.65,3.85,3.55,3.60,3.60,3.66,1084439,39.66,667,611647,56.40
NAGREEKCAP,EQ,04-Apr-2018,36.30,38.10,38.10,38.10,38.10,38.10,38.10,7185,2.74,47,5503,76.59
NAGREEKEXP,EQ,04-Apr-2018,29.10,30.25,30.50,28.75,29.20,29.85,29.94,7855,2.35,74,5906,75.19
NAHARCAP,EQ,04-Apr-2018,134.50,139.00,139.00,132.10,132.10,133.75,136.32,3348,4.56,90,2429,72.55
NAHARINDUS,EQ,04-Apr-2018,78.50,77.25,81.90,77.25,79.95,79.95,80.59,45735,36.86,364,28266,61.80
NAHARPOLY,EQ,04-Apr-2018,57.25,57.20,63.80,57.20,58.00,57.70,59.90,99841,59.80,730,14934,14.96
NAHARSPING,EQ,04-Apr-2018,94.25,94.95,96.50,90.85,92.50,92.35,94.00,14838,13.95,428,8720,58.77
NAKODA,BE,04-Apr-2018,0.40,0.35,0.40,0.35,0.35,0.35,0.36,77773,0.28,33,-,-
NANDANI,SM,04-Apr-2018,76.70,73.50,79.00,73.05,77.00,77.00,75.91,46000,34.92,11,44000,95.65
NATCOPHARM,EQ,04-Apr-2018,774.75,771.15,785.00,755.45,761.05,763.90,770.12,177170,1364.43,10087,89382,50.45
NATHBIOGEN,EQ,04-Apr-2018,438.85,446.90,448.30,428.00,428.00,430.05,441.00,37032,163.31,1070,18764,50.67
NATIONALUM,EQ,04-Apr-2018,68.15,69.00,71.50,68.70,70.10,70.10,70.47,14411509,10155.28,45084,6114356,42.43
NATNLSTEEL,EQ,04-Apr-2018,31.50,32.05,33.40,30.75,30.95,30.90,31.73,52571,16.68,273,26692,50.77
NAUKRI,EQ,04-Apr-2018,1230.85,1238.00,1241.50,1210.95,1229.90,1220.05,1228.22,13403,164.62,2295,7614,56.81
NAVINFLUOR,EQ,04-Apr-2018,787.40,798.00,806.00,761.90,797.95,795.20,793.07,59776,474.06,2794,37010,61.91
NAVKARCORP,EQ,04-Apr-2018,175.65,176.00,176.90,170.00,170.75,170.40,172.95,243992,422.00,3728,111474,45.69
NAVNETEDUL,EQ,04-Apr-2018,146.65,148.75,148.75,145.15,145.20,145.95,147.02,29431,43.27,343,20995,71.34
NBCC,EQ,04-Apr-2018,210.20,211.00,211.60,202.10,202.80,203.00,206.45,2765561,5709.59,26917,766003,27.70
NBIFIN,EQ,04-Apr-2018,1420.25,1425.00,1450.00,1323.30,1414.00,1411.30,1402.25,562,7.88,91,379,67.44
NBVENTURES,EQ,04-Apr-2018,140.20,141.40,143.50,139.00,140.00,140.10,140.41,397127,557.62,2810,284067,71.53
NCC,EQ,04-Apr-2018,127.30,128.00,129.30,124.15,125.50,125.65,127.32,7089464,9026.31,29515,1719087,24.25
NCLIND,EQ,04-Apr-2018,230.65,232.00,240.00,230.60,232.50,232.40,235.13,50617,119.01,838,34794,68.74
NDGL,EQ,04-Apr-2018,1436.80,1470.00,1508.60,1440.05,1440.05,1459.25,1489.23,687,10.23,112,489,71.18
NDL,EQ,04-Apr-2018,129.25,131.00,136.95,130.00,133.50,133.35,134.08,39797,53.36,863,24714,62.10
NDTV,EQ,04-Apr-2018,44.10,45.00,46.00,43.75,45.00,44.75,45.03,47951,21.59,377,32921,68.66
NECCLTD,EQ,04-Apr-2018,16.95,16.95,19.25,16.95,18.30,18.50,18.63,272370,50.74,1679,100379,36.85
NECLIFE,EQ,04-Apr-2018,28.30,28.65,29.70,28.00,28.75,28.25,28.90,285077,82.39,1502,133475,46.82
NELCAST,EQ,04-Apr-2018,85.25,86.50,95.50,84.40,92.25,92.25,92.26,373102,344.22,3787,185377,49.69
NELCO,EQ,04-Apr-2018,186.70,192.00,196.00,185.10,196.00,195.55,194.65,1496726,2913.43,7034,342573,22.89
NESCO,EQ,04-Apr-2018,563.55,557.10,572.95,542.00,542.00,545.85,554.29,27347,151.58,1394,20031,73.25
NESTLEIND,EQ,04-Apr-2018,8343.95,8322.00,8399.00,8312.00,8312.00,8351.05,8364.93,66915,5597.39,6556,40333,60.27
NETWORK18,EQ,04-Apr-2018,62.35,62.60,62.75,58.70,59.50,59.35,60.42,1637887,989.68,5755,807583,49.31
NEULANDLAB,EQ,04-Apr-2018,746.80,749.00,759.00,727.00,727.00,730.15,740.46,15382,113.90,765,10904,70.89
NEWGEN,EQ,04-Apr-2018,234.65,236.90,240.00,233.80,237.90,237.35,238.62,109248,260.68,6019,81738,74.82
NEXTMEDIA,EQ,04-Apr-2018,14.50,14.90,15.00,14.20,14.25,14.30,14.46,7891,1.14,55,6261,79.34
NFL,EQ,04-Apr-2018,57.80,58.60,59.60,57.10,57.50,57.65,58.49,723723,423.29,5341,203123,28.07
NH,EQ,04-Apr-2018,290.45,294.00,294.00,286.25,291.40,289.40,292.86,66486,194.71,919,59092,88.88
NHAI,N1,04-Apr-2018,1106.01,1114.99,1150.00,1107.30,1150.00,1126.78,1123.72,5975,67.14,46,5225,87.45
NHAI,N2,04-Apr-2018,1185.00,1180.51,1189.85,1180.51,1188.00,1188.00,1185.31,2423,28.72,44,2372,97.90
NHAI,N6,04-Apr-2018,1219.98,1249.40,1249.40,1215.00,1215.00,1215.00,1216.45,1046,12.72,13,1046,100.00
NHAI,N7,04-Apr-2018,1046.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,75,0.94,1,75,100.00
NHAI,N8,04-Apr-2018,1061.60,1063.00,1065.01,1061.50,1062.00,1062.84,1063.14,2355,25.04,22,1910,81.10
NHAI,NA,04-Apr-2018,1103.94,1108.80,1114.90,1105.50,1106.39,1107.75,1108.09,13460,149.15,90,8349,62.03
NHAI,NE,04-Apr-2018,1150.55,1157.90,1158.00,1148.11,1148.11,1148.63,1151.78,6627,76.33,110,4927,74.35
NHBTF2014,N4,04-Apr-2018,5515.00,5534.00,5534.00,5534.00,5534.00,5534.00,5534.00,20,1.11,1,20,100.00
NHBTF2014,N6,04-Apr-2018,6550.00,6550.00,6550.10,6550.00,6550.00,6550.00,6550.01,237,15.52,22,237,100.00
NHPC,EQ,04-Apr-2018,29.05,29.05,29.40,28.45,28.45,28.55,28.85,8094785,2335.30,9106,3060712,37.81
NHPC,N6,04-Apr-2018,1235.20,1250.00,1255.00,1250.00,1255.00,1255.00,1254.90,204,2.56,10,199,97.55
NIACL,EQ,04-Apr-2018,689.70,692.00,699.00,675.55,677.00,678.60,685.96,15491,106.26,1074,7905,51.03
NIBL,EQ,04-Apr-2018,21.30,21.30,22.80,21.30,22.05,22.00,22.26,7987,1.78,72,4975,62.29
NIF100IWIN,EQ,04-Apr-2018,111.63,112.00,112.49,110.74,110.84,110.84,112.20,941,1.06,20,940,99.89
NIFTYBEES,EQ,04-Apr-2018,1062.70,1063.04,1065.00,1047.60,1048.00,1049.52,1057.55,73300,775.19,1062,46689,63.70
